nose_y,nose_x,nose_conf,left_eye_y,left_eye_x,left_eye_conf,right_eye_y,right_eye_x,right_eye_conf,left_ear_y,left_ear_x,left_ear_conf,right_ear_y,right_ear_x,right_ear_conf,left_shoulder_y,left_shoulder_x,left_shoulder_conf,right_shoulder_y,right_shoulder_x,right_shoulder_conf,left_elbow_y,left_elbow_x,left_elbow_conf,right_elbow_y,right_elbow_x,right_elbow_conf,left_wrist_y,left_wrist_x,left_wrist_conf,right_wrist_y,right_wrist_x,right_wrist_conf,left_hip_y,left_hip_x,left_hip_conf,right_hip_y,right_hip_x,right_hip_conf,left_knee_y,left_knee_x,left_knee_conf,right_knee_y,right_knee_x,right_knee_conf,left_ankle_y,left_ankle_x,left_ankle_conf,right_ankle_y,right_ankle_x,right_ankle_conf,label
0.6085634,0.46012396,0.65017706,0.62654066,0.44372,0.82150954,0.62278014,0.4448518,0.7695324,0.6143252,0.39729562,0.80838317,0.60696507,0.39620537,0.77636963,0.5181162,0.3892864,0.57222366,0.5165395,0.3815459,0.64358336,0.6649159,0.2943175,0.790436,0.64814746,0.28883418,0.78351027,0.7642356,0.17347907,0.7656707,0.7237544,0.18089499,0.78115624,0.26681164,0.5850504,0.9226876,0.2659567,0.5772072,0.7540136,0.5053692,0.6984076,0.87517124,0.51213384,0.6855745,0.8536352,0.7294524,0.80408436,0.7805545,0.71191543,0.784186,0.6300863,downdog
0.29204792,0.5226634,0.0016322637,0.3949139,0.5019139,0.0019682336,0.23811963,0.4908578,0.0003333922,0.58556384,0.36809847,0.013733695,0.6132164,0.57948804,0.00906046,0.3861183,0.56426066,0.004699371,0.19948086,0.43613288,0.0046125967,0.3345463,0.649937,0.004899369,0.35618362,0.54144025,0.0064211423,0.40119612,0.69647145,0.0038579572,0.38835648,0.57283694,0.008905708,0.50564784,0.51302093,0.005565519,0.5190296,0.42366505,0.0039952635,0.5792834,0.5266076,0.0061323615,0.5618075,0.28585374,0.018478941,0.63423455,0.70406556,0.0130680725,0.67108274,0.2768621,0.022380086,downdog
0.6391298,0.4263325,0.6355262,0.64131653,0.40590462,0.5775614,0.63765764,0.40583903,0.61912346,0.5976044,0.37837774,0.72158676,0.5934015,0.37643293,0.66347736,0.5277818,0.42577636,0.80845183,0.52622956,0.42909214,0.6845907,0.64242566,0.33519387,0.83379674,0.63315475,0.34296697,0.7639283,0.7121744,0.23856848,0.76855505,0.7056463,0.24686152,0.5815136,0.31737992,0.6152825,0.71397185,0.316949,0.6088326,0.8097241,0.50408494,0.727424,0.827173,0.50906634,0.73082155,0.79500455,0.6762409,0.85734856,0.7093447,0.6709356,0.8506308,0.62762415,downdog
0.485269,0.4334699,0.52847826,0.49341756,0.42347857,0.50423825,0.48416582,0.4124702,0.4939787,0.47568256,0.42492568,0.72775733,0.4492813,0.4021409,0.45106232,0.45836636,0.49834922,0.5008713,0.34856245,0.45407182,0.8144687,0.5756121,0.4312102,0.53589576,0.4122345,0.38877207,0.5840604,0.65034604,0.31901672,0.86885345,0.44195732,0.33729494,0.24783136,0.2287531,0.81132036,0.677131,0.16526695,0.76533973,0.6976798,0.44817337,0.8898697,0.657701,0.37730482,0.84101427,0.5377485,0.58877194,0.950158,0.729546,0.4701432,0.88776493,0.48819444,downdog
0.5835686,0.38054508,0.6681282,0.58785003,0.35823616,0.7272437,0.58706284,0.35774842,0.7775683,0.5496154,0.32044387,0.75288534,0.5496359,0.3196798,0.7482657,0.4800183,0.35983366,0.7367991,0.48342314,0.36358923,0.7199628,0.5926602,0.234931,0.5866618,0.5851043,0.25110933,0.64272106,0.6628119,0.10627921,0.8515294,0.64341456,0.13186616,0.5958727,0.28973672,0.577457,0.9130554,0.2876206,0.57509434,0.8251745,0.4691763,0.73038054,0.7740509,0.4740864,0.72317165,0.6546984,0.6222552,0.880915,0.73137134,0.6112707,0.8264491,0.6345255,downdog
0.4510901,0.4369358,0.09494653,0.44735882,0.43889934,0.10076653,0.44185984,0.43884787,0.087296,0.4550768,0.44841382,0.11658118,0.4449545,0.44787437,0.13064738,0.44406047,0.44323573,0.16737726,0.42462787,0.44202277,0.2576512,0.4791751,0.43225846,0.15208152,0.4953631,0.4713378,0.118964024,0.6022248,0.32742092,0.15441218,0.55537033,0.55232155,0.22962497,0.5190174,0.48465484,0.20318069,0.5125922,0.4725525,0.23690642,0.53850555,0.3980955,0.25178206,0.5527866,0.5379334,0.5259235,0.608766,0.32258594,0.38667595,0.610891,0.5889828,0.34512624,downdog
0.5658931,0.421605,0.55431265,0.57646847,0.40214986,0.49172613,0.5738307,0.40052018,0.52850366,0.56052876,0.36237732,0.6940418,0.5583516,0.35959503,0.57497853,0.50587404,0.36248237,0.607592,0.47516942,0.3405298,0.7746618,0.602593,0.2889335,0.65821725,0.5704583,0.29351845,0.56816745,0.70232004,0.19472581,0.86673814,0.6041556,0.23686692,0.5811323,0.29867017,0.58169985,0.9063778,0.2974323,0.55487365,0.7439646,0.431683,0.7049436,0.6421506,0.43262026,0.6724624,0.5817531,0.52271533,0.8028807,0.8380102,0.50155604,0.72881883,0.7953422,downdog
0.58085537,0.41712558,0.73261434,0.58558285,0.39711183,0.7661166,0.58290815,0.3961274,0.78017855,0.552886,0.36698318,0.8005787,0.55043644,0.36806318,0.803354,0.49582642,0.40340587,0.77555573,0.48345882,0.39384145,0.70349485,0.60906845,0.32218826,0.7977001,0.58426994,0.32044053,0.69331574,0.6882992,0.20926283,0.848313,0.65766984,0.22482923,0.633046,0.28554505,0.5831389,0.8807088,0.2812115,0.5788527,0.85608023,0.48327595,0.707631,0.8604159,0.48130214,0.69231313,0.854534,0.65196,0.8224848,0.9062085,0.6206809,0.77153003,0.8938662,downdog
0.6096598,0.5846692,0.7567503,0.6171464,0.607628,0.6280727,0.6170719,0.6090683,0.6650897,0.5813601,0.6378991,0.63789874,0.5805335,0.63663304,0.616886,0.5106664,0.59938323,0.76607007,0.5111801,0.60407114,0.5632217,0.6152123,0.6703619,0.83581436,0.62909925,0.67569697,0.7616193,0.6791359,0.75523645,0.69515306,0.7192998,0.7827107,0.7094193,0.3070698,0.40271428,0.84210765,0.3015705,0.39862356,0.9197286,0.49109566,0.27401063,0.7893076,0.48566997,0.25477698,0.9100253,0.636082,0.18865727,0.8394005,0.6662426,0.12514661,0.8725664,downdog
0.5660806,0.5395517,0.47787422,0.5796176,0.52103984,0.7015212,0.57659733,0.5238469,0.68781847,0.5686918,0.47656024,0.64419657,0.5690764,0.48379362,0.65939415,0.49447474,0.4765115,0.551791,0.4919602,0.48719424,0.76347464,0.5980351,0.40404418,0.6733791,0.5892701,0.4184395,0.7826285,0.6833646,0.3112708,0.63428277,0.66022706,0.34184194,0.63097465,0.32902992,0.65826285,0.71719885,0.32496867,0.6595217,0.8583119,0.50620896,0.7777657,0.8000058,0.50552034,0.7778852,0.5570535,0.6759102,0.87691754,0.8314353,0.6622503,0.84992564,0.773148,downdog
0.6637606,0.34946612,0.66673654,0.6664256,0.33182114,0.6080447,0.66349345,0.33248252,0.52708423,0.6351529,0.3085008,0.7707536,0.6352643,0.30500448,0.45382243,0.581316,0.3400392,0.7520366,0.58044064,0.33720404,0.81680137,0.69570494,0.27659142,0.69261456,0.6820484,0.2797534,0.73568505,0.77931845,0.18188883,0.7143976,0.7739344,0.18629278,0.712101,0.38495237,0.5292338,0.8574645,0.38183564,0.5277065,0.7657839,0.5735474,0.6423106,0.8519247,0.57193786,0.63853645,0.8432126,0.7239039,0.73997694,0.7106733,0.7074873,0.7299445,0.8795465,downdog
0.5529338,0.43945584,0.53280437,0.56946015,0.41345483,0.6840664,0.57089865,0.4238377,0.6888159,0.5549815,0.3460283,0.61876225,0.56031543,0.36230513,0.64866096,0.45223325,0.33616588,0.8613342,0.48548654,0.4062313,0.32893482,0.59437895,0.28410804,0.78756386,0.6060405,0.35338053,0.45619145,0.7129863,0.20141351,0.9323211,0.6642458,0.29574764,0.13252409,0.25524452,0.5613512,0.78218764,0.2574187,0.5702877,0.76339084,0.46753743,0.7256169,0.8209206,0.4678147,0.7349511,0.714423,0.6597299,0.8350875,0.7961582,0.6537907,0.82854843,0.5765915,downdog
0.6806247,0.38274097,0.51962864,0.6881846,0.36575165,0.6237254,0.68704224,0.3643895,0.6581793,0.65757275,0.33716908,0.58238864,0.6567542,0.3365923,0.69922864,0.58730596,0.3575979,0.81078917,0.5842398,0.35783952,0.69364774,0.6784215,0.29062396,0.59926677,0.6694924,0.29004395,0.6811776,0.7577226,0.2152145,0.7172292,0.7448372,0.21784048,0.56743586,0.38624245,0.5441188,0.6851733,0.38277206,0.54354346,0.80273217,0.5732549,0.665688,0.72571236,0.5730114,0.66479045,0.82363987,0.7220006,0.7907209,0.88715816,0.70838666,0.7726455,0.5780871,downdog
0.2762866,0.55046624,0.026160313,0.25637233,0.56272185,0.013881652,0.68062204,0.62079316,0.035261195,0.27700692,0.5723822,0.031737287,0.27362835,0.5387957,0.012157623,0.2915556,0.6248074,0.06012753,0.2872038,0.5505221,0.07735147,0.41695705,0.66118807,0.03998766,0.33706674,0.4745634,0.031155681,0.49701425,0.6794132,0.07193702,0.36116758,0.52262926,0.09172121,0.41183957,0.60127395,0.026119605,0.4065694,0.4722714,0.023907678,0.3223906,0.6165209,0.18703912,0.4361814,0.2900591,0.022337861,0.5238152,0.6642619,0.10065779,0.6622764,0.2718521,0.0804714,downdog
0.57473755,0.32068694,0.7059724,0.58211744,0.29697186,0.67935807,0.58293974,0.2971413,0.71921,0.54843485,0.25220105,0.7365527,0.5483291,0.24889179,0.73666704,0.47578764,0.28298455,0.56938106,0.47154534,0.29107925,0.77495396,0.6301816,0.2301543,0.699056,0.6150756,0.23538998,0.89220464,0.74692076,0.13119443,0.8261181,0.7049653,0.16004206,0.67506343,0.3122805,0.5653062,0.76471215,0.31041744,0.5621587,0.7187674,0.52155375,0.7385663,0.90765184,0.514023,0.7301617,0.88834924,0.67759526,0.90392715,0.91625994,0.6421242,0.8620489,0.9098743,downdog
0.5937549,0.6274833,0.44346744,0.59692156,0.65944135,0.6112681,0.6006937,0.64690506,0.5084562,0.5479908,0.6738514,0.5224291,0.560819,0.64407915,0.6031169,0.44421798,0.655831,0.84672606,0.49106827,0.5664197,0.6041911,0.5437953,0.7464613,0.6448199,0.64344543,0.6759899,0.8672357,0.6194461,0.8473335,0.84178853,0.75936335,0.8160094,0.78209543,0.22768573,0.3428819,0.8067572,0.239862,0.27583608,0.6976563,0.4571613,0.2039795,0.8811137,0.46125522,0.16593264,0.75401145,0.6039664,0.13557687,0.6040756,0.6357089,0.08074814,0.8311419,downdog
0.52833253,0.5860257,0.5592566,0.5398203,0.56577843,0.5466535,0.53511447,0.562531,0.6788388,0.5021595,0.53843147,0.6139795,0.49644324,0.5359323,0.555693,0.4254119,0.5871523,0.51348555,0.40746602,0.54559815,0.6270811,0.52605665,0.4407219,0.7772224,0.49995238,0.4301824,0.8181549,0.57322115,0.27899653,0.5886835,0.54049945,0.287272,0.7828929,0.2595928,0.8533373,0.76566374,0.26299474,0.8144228,0.78124505,0.52032137,0.8536947,0.77065676,0.5229904,0.79957366,0.8056988,0.7532052,0.8964412,0.81947595,0.72774357,0.84232265,0.93395144,downdog
0.65451044,0.5011736,0.5719778,0.64914715,0.49686557,0.49619445,0.6471045,0.49099678,0.42760232,0.6333247,0.5145007,0.60469943,0.63307124,0.49508095,0.47579688,0.6334323,0.55296797,0.60772544,0.6321461,0.5138796,0.3487489,0.7128667,0.48234472,0.49056882,0.69518346,0.47419065,0.27539366,0.7529507,0.43565437,0.20484194,0.7327116,0.41039234,0.2769265,0.5019013,0.67247516,0.64911574,0.49960348,0.6456035,0.59166896,0.6240797,0.756434,0.8025414,0.63897914,0.72869587,0.2955479,0.7039225,0.8347516,0.4432513,0.7139206,0.80963665,0.45139796,downdog
0.4803241,0.81776714,0.7052043,0.45886022,0.8224593,0.7094193,0.45766374,0.8212018,0.72113454,0.4334289,0.7877886,0.7869878,0.43205616,0.78782177,0.79381084,0.46395728,0.7206339,0.9004231,0.4682199,0.7212684,0.7391133,0.6052802,0.6993023,0.8707801,0.61035275,0.6955882,0.80891967,0.7062055,0.69473743,0.78917736,0.73089534,0.6882271,0.75411314,0.5110532,0.492418,0.84466755,0.5200678,0.49447086,0.70163494,0.5954862,0.3117998,0.797402,0.6047754,0.3066751,0.6973408,0.66416425,0.14208743,0.7514996,0.6681549,0.13538027,0.7041605,downdog
0.5676202,0.38896924,0.7447648,0.57344115,0.3719527,0.7744671,0.57376415,0.36968502,0.7998387,0.53976,0.33988342,0.60668164,0.5450395,0.34326613,0.6761437,0.48984662,0.35935044,0.79879624,0.48162907,0.35360897,0.8345408,0.61748445,0.2823019,0.6981404,0.5942128,0.28480777,0.8081651,0.73127925,0.18397525,0.8168377,0.68150544,0.20844556,0.86332864,0.25589728,0.5610485,0.76269835,0.25732946,0.5467668,0.79555327,0.47969857,0.6520595,0.8436071,0.4741831,0.63229465,0.734264,0.69827735,0.7552277,0.8571432,0.6469568,0.6882569,0.86944264,downdog
0.62757397,0.5764788,0.5627537,0.6261623,0.5961608,0.6448979,0.6267726,0.5966714,0.7149328,0.5889333,0.621221,0.7388059,0.5876854,0.6192679,0.7097142,0.5465663,0.6088473,0.68977165,0.55144686,0.59986293,0.67107815,0.6057918,0.6851715,0.7614848,0.61761963,0.6830292,0.75993156,0.6511757,0.77810764,0.56839204,0.67211926,0.79251343,0.6423137,0.3372222,0.41690722,0.70460224,0.33127862,0.41458514,0.85453606,0.51671344,0.32606733,0.75123614,0.51039845,0.31239316,0.82182485,0.6556196,0.21932834,0.6034802,0.6699608,0.17567803,0.77438766,downdog
0.57279485,0.5417515,0.6520213,0.5738,0.5658908,0.60409266,0.5741358,0.5641333,0.60078156,0.533296,0.5732579,0.58095044,0.53432554,0.5720358,0.5990668,0.48024583,0.53126055,0.77632546,0.48863184,0.5267003,0.74128854,0.58746135,0.6039167,0.67383033,0.6114746,0.60215026,0.8873237,0.6520025,0.67287064,0.49107867,0.69684774,0.6920936,0.8629808,0.2854424,0.33465657,0.80696183,0.2855324,0.32408658,0.8655328,0.49161986,0.22754069,0.7569527,0.49193895,0.2147936,0.59144217,0.6683171,0.17725301,0.59066814,0.6817776,0.13949253,0.85208714,downdog
0.6720085,0.5891754,0.51224715,0.67559856,0.61063826,0.7291062,0.67604274,0.6114504,0.75881,0.6406827,0.63813144,0.63657284,0.6366548,0.63793814,0.69617087,0.5781341,0.6256995,0.6705138,0.5839385,0.6208332,0.6844088,0.6587623,0.7129387,0.8373961,0.6681443,0.7092126,0.62209475,0.71481794,0.8139261,0.63853085,0.73262084,0.8249889,0.68186325,0.35623965,0.41765618,0.84466475,0.35589263,0.41882437,0.83215714,0.56298697,0.31792083,0.7386025,0.55583274,0.304958,0.7906968,0.7148587,0.19711077,0.6974786,0.7284183,0.15443726,0.6759124,downdog
0.58153397,0.6920791,0.40973452,0.58495146,0.7037462,0.53788024,0.59824544,0.6915637,0.47579336,0.5646891,0.71856964,0.5892643,0.5726824,0.6941252,0.5691422,0.49205992,0.7487719,0.7093915,0.5175007,0.6691247,0.6392393,0.5787799,0.8079474,0.6845657,0.63185686,0.6724789,0.49602863,0.6313687,0.8761353,0.685251,0.7073439,0.7208274,0.79032093,0.3287708,0.64157003,0.7277921,0.34121144,0.584219,0.7747584,0.48506415,0.66387045,0.120611794,0.46028563,0.4719294,0.63846636,0.41821545,0.063633546,0.46533215,0.5513094,0.40650973,0.5068053,downdog
0.56686044,0.4184883,0.659074,0.5703704,0.39984274,0.7126015,0.569294,0.3985514,0.7243445,0.5399641,0.37115657,0.6202367,0.5415654,0.368936,0.43205315,0.4706403,0.4079015,0.721425,0.46932706,0.40722468,0.5403675,0.5682248,0.33249363,0.6299327,0.5679602,0.33586866,0.7773199,0.6297688,0.24817434,0.74361,0.62757283,0.26291257,0.6089892,0.29790622,0.5584948,0.8302304,0.29484755,0.55519915,0.8150822,0.45632002,0.66414976,0.7468122,0.45609716,0.65901995,0.7355759,0.6025945,0.7702749,0.8501387,0.59081304,0.74771667,0.8471862,downdog
0.64751744,0.4373981,0.42621204,0.6551739,0.42277715,0.6189588,0.6536737,0.42391258,0.5452224,0.6354344,0.38973907,0.7247027,0.63420373,0.3896666,0.5957308,0.5840111,0.39664152,0.72364914,0.5780721,0.39443228,0.68701565,0.68257517,0.32132283,0.6900001,0.6672248,0.32040665,0.7891821,0.76100403,0.22537105,0.6326886,0.72409034,0.23562285,0.6776007,0.37422216,0.5207039,0.83435106,0.37218052,0.5129267,0.8500493,0.5623455,0.6507901,0.9241748,0.5651926,0.64854914,0.7915684,0.71899235,0.78087455,0.9150717,0.7003379,0.7303158,0.74826956,downdog
0.8090237,0.2753234,0.8006589,0.7938081,0.27025446,0.8286934,0.79311645,0.2658971,0.73782164,0.7573684,0.30687433,0.90677595,0.75725585,0.29796702,0.7782941,0.7406763,0.39935523,0.8378387,0.7232724,0.32012427,0.71949875,0.8783507,0.39076272,0.7816457,0.84824497,0.31462792,0.5700637,0.89582956,0.29592493,0.442157,0.8769039,0.27891788,0.58966,0.5408882,0.4987293,0.86021495,0.5116388,0.4490092,0.8079208,0.69850445,0.6338773,0.8775046,0.34910315,0.5478689,0.82999134,0.82965034,0.74068314,0.8699687,0.15911806,0.6139002,0.87711716,downdog
0.7613907,0.5814082,0.787997,0.77014107,0.61302197,0.8280771,0.7727665,0.61323047,0.80664974,0.7173851,0.65632933,0.76368403,0.71894103,0.6496695,0.71121603,0.5975078,0.652231,0.7978836,0.59548056,0.6243257,0.6264621,0.73969364,0.7826766,0.7376709,0.7744172,0.7963545,0.89793,0.84761524,0.9408388,0.6289441,0.88779783,0.96011025,0.86274874,0.2537216,0.37927923,0.8328927,0.2530992,0.37224126,0.82797664,0.55054164,0.19644523,0.85502166,0.5508914,0.1954192,0.86550504,0.80427516,0.042039648,0.89216006,0.8196985,0.03457707,0.6194178,downdog
0.59858674,0.2693085,0.27819052,0.58388525,0.27235323,0.2625599,0.5911004,0.2620648,0.20819923,0.5790084,0.29157528,0.24165641,0.59776556,0.25774577,0.2499321,0.59728676,0.33224294,0.28307924,0.6166898,0.2812669,0.21497606,0.57565945,0.3833272,0.16917051,0.622509,0.33317629,0.07882909,0.6029694,0.37363827,0.12007682,0.62952334,0.33168495,0.08864154,0.608038,0.46642753,0.11647855,0.6322516,0.44172412,0.1395315,0.54811454,0.66801494,0.18064702,0.5481095,0.6687134,0.21545902,0.57376146,0.6810438,0.26498836,0.5760391,0.68489003,0.23180722,downdog
0.58844805,0.5025344,0.40536553,0.59723765,0.48803785,0.6252385,0.59692496,0.48584875,0.6317453,0.5716098,0.44158867,0.64422846,0.57020444,0.43866035,0.6334494,0.5056345,0.42651278,0.83900374,0.48725122,0.42735383,0.7179651,0.6080605,0.31112406,0.87071234,0.5453638,0.32340667,0.73739576,0.66788214,0.16094226,0.90285116,0.5882719,0.20301978,0.85615444,0.24122478,0.58845955,0.81938046,0.23653439,0.5819373,0.78434914,0.44919133,0.73495096,0.8718341,0.44929472,0.730404,0.86137205,0.6167489,0.88572305,0.78537166,0.5784895,0.83886355,0.8749201,downdog
0.48512608,0.40093455,0.490455,0.48174468,0.3853208,0.5878533,0.48325568,0.38130048,0.39165822,0.44217673,0.36774674,0.7258655,0.4528725,0.36884773,0.6520367,0.39896452,0.393931,0.83437335,0.40983802,0.39415252,0.6216849,0.48630694,0.3038602,0.7434841,0.48851365,0.3094265,0.69274825,0.49719647,0.22996683,0.32936096,0.5001391,0.2312895,0.28441137,0.32256186,0.6288426,0.71238136,0.3217699,0.6202606,0.80186003,0.5087702,0.5931386,0.81832904,0.50582963,0.588836,0.5627253,0.66264087,0.7478274,0.77198255,0.6229062,0.71784925,0.49571875,downdog
0.27908686,0.59369314,0.055154033,0.25443858,0.64980245,0.044752803,0.15808283,0.5897053,0.07421283,0.22291929,0.6747292,0.036285527,0.16898933,0.5566043,0.07553692,0.2773463,0.6786538,0.06065272,0.15154119,0.4337772,0.15803011,0.4445101,0.71758354,0.07787244,0.40852606,0.47875088,0.11170027,0.55158526,0.73661643,0.06696148,0.63205284,0.6654855,0.23754035,0.544633,0.5422046,0.062751435,0.5220991,0.4053022,0.064385734,0.54401606,0.30961895,0.19146055,0.52250856,0.2491912,0.109291635,0.60793865,0.40863088,0.041913774,0.6156166,0.2533385,0.08743223,downdog
0.61715317,0.36062127,0.7350601,0.6095707,0.34071258,0.7800958,0.608962,0.33827025,0.8335945,0.56077784,0.32919547,0.7121765,0.56179076,0.3278725,0.6897507,0.5095221,0.38096613,0.78561,0.5046825,0.37796563,0.81264234,0.6335947,0.25528768,0.74675864,0.6238784,0.26493898,0.8913945,0.70442706,0.13518855,0.7451865,0.68523604,0.15575387,0.6878152,0.26341683,0.6077137,0.9048909,0.26402363,0.59739834,0.75155616,0.5107316,0.6975445,0.7329423,0.51010555,0.6936329,0.8722563,0.67607754,0.8759348,0.81146365,0.6601765,0.86154836,0.7495793,downdog
0.29204792,0.5226634,0.0016322637,0.3949139,0.5019139,0.0019682336,0.23811963,0.4908578,0.0003333922,0.58556384,0.36809847,0.013733695,0.6132164,0.57948804,0.00906046,0.3861183,0.56426066,0.004699371,0.19948086,0.43613288,0.0046125967,0.3345463,0.649937,0.004899369,0.35618362,0.54144025,0.0064211423,0.40119612,0.69647145,0.0038579572,0.38835648,0.57283694,0.008905708,0.50564784,0.51302093,0.005565519,0.5190296,0.42366505,0.0039952635,0.5792834,0.5266076,0.0061323615,0.5618075,0.28585374,0.018478941,0.63423455,0.70406556,0.0130680725,0.67108274,0.2768621,0.022380086,downdog
0.74863154,0.44160366,0.47965184,0.74849653,0.42783096,0.46533784,0.7481263,0.43125936,0.54149073,0.7201719,0.40296876,0.6568325,0.7198143,0.40398714,0.6010129,0.68376136,0.41814443,0.5953885,0.6792144,0.42605504,0.5930706,0.75704914,0.34876883,0.6306195,0.749359,0.35372832,0.7909595,0.792064,0.26859498,0.7358093,0.78455687,0.27517867,0.4799404,0.50049675,0.57001233,0.6856924,0.4945197,0.56618017,0.60412425,0.66619766,0.61440486,0.8384898,0.6649038,0.6161121,0.6258586,0.75505626,0.75329816,0.6102444,0.7452928,0.7223484,0.75134456,downdog
0.65014005,0.5812595,0.713296,0.65165114,0.60656863,0.58208126,0.6512702,0.6067338,0.5825363,0.60961246,0.64028996,0.6490718,0.6082572,0.6346257,0.6302037,0.54883176,0.6065497,0.7452,0.55535215,0.60913795,0.6975414,0.6510213,0.7116437,0.7011093,0.653614,0.70890486,0.74553835,0.7315527,0.8287111,0.5355669,0.7413996,0.8456883,0.67538023,0.31644392,0.4025817,0.81392586,0.314016,0.39837086,0.6257039,0.5271776,0.25967735,0.92765677,0.52487886,0.2572441,0.9064387,0.6944996,0.12662296,0.7154651,0.70817566,0.108209684,0.81870884,downdog
0.6216254,0.47913867,0.7578461,0.63598126,0.45650214,0.6287765,0.63322645,0.45766595,0.6012163,0.6077125,0.4123683,0.81372297,0.60319513,0.41419744,0.76613104,0.53038114,0.41541338,0.8066628,0.51651686,0.41212755,0.6980777,0.6657141,0.2910516,0.8863103,0.62417597,0.29465118,0.7520964,0.7461015,0.1659112,0.71694565,0.70193136,0.18188472,0.70906836,0.27911133,0.6486026,0.92585343,0.27825975,0.6411464,0.8985689,0.49514982,0.79193014,0.93225193,0.5063374,0.7773901,0.82276005,0.6999323,0.93106544,0.8331397,0.6850395,0.9029508,0.91819197,downdog
0.5934385,0.5570309,0.47241995,0.59042555,0.5723862,0.3857084,0.5927095,0.57155204,0.44102752,0.5635677,0.58859587,0.537525,0.56171185,0.58491474,0.5350966,0.5331522,0.5673155,0.5196959,0.53029835,0.5710627,0.65130574,0.58356714,0.65709555,0.7217439,0.5884529,0.6529238,0.5793248,0.61917335,0.72842664,0.64324135,0.6234982,0.74318933,0.5145514,0.36314696,0.44436568,0.55736315,0.35845187,0.44305173,0.6371128,0.48497546,0.35783833,0.62030447,0.4830895,0.35522074,0.648178,0.5824794,0.28301966,0.5657049,0.5848356,0.2735605,0.7146806,downdog
0.63008136,0.597732,0.6313924,0.6365466,0.62057966,0.65581447,0.63828766,0.61991066,0.64479333,0.5990774,0.6422546,0.7519558,0.6023398,0.6434091,0.6879046,0.52889335,0.6422112,0.8563884,0.5571333,0.61419797,0.8242617,0.59270686,0.71794343,0.7370832,0.645059,0.7187591,0.86236155,0.6394533,0.7979441,0.86114526,0.7096827,0.8270872,0.7454466,0.3375844,0.4435598,0.8277566,0.34743035,0.43185595,0.8771517,0.49176857,0.31005198,0.86411756,0.49408963,0.29554588,0.70351636,0.60953784,0.21234739,0.7713509,0.6396523,0.16513988,0.7381292,downdog
0.5520799,0.44299924,0.6070709,0.5685345,0.41371673,0.697681,0.5666271,0.42593125,0.6524817,0.5528971,0.3489498,0.61999536,0.56342244,0.38187647,0.48688412,0.44962946,0.3353187,0.8371129,0.48825938,0.4224313,0.40689287,0.59774876,0.28784508,0.7934815,0.60723186,0.36736357,0.39678097,0.7129768,0.20208497,0.93031853,0.6635651,0.31414777,0.13045947,0.25624996,0.55986077,0.75770944,0.25748914,0.57076186,0.76005256,0.46990383,0.72407436,0.68845356,0.46893275,0.73778856,0.67865896,0.66351765,0.8339062,0.6456247,0.65303004,0.835798,0.8700948,downdog
0.63967276,0.43032297,0.64484537,0.64168006,0.4060582,0.70308715,0.63479763,0.40752855,0.55285805,0.5919741,0.3894377,0.7124075,0.58901054,0.38600716,0.7229154,0.5274384,0.42785066,0.85080665,0.50512445,0.41851556,0.7956396,0.64779633,0.2976647,0.83576137,0.6205759,0.29988745,0.53629446,0.7139458,0.15562814,0.8046775,0.67877674,0.16716398,0.7305006,0.24572204,0.6383121,0.75823087,0.2453954,0.6229426,0.6700953,0.4819127,0.792615,0.7712295,0.4857214,0.77497375,0.7943774,0.68836933,0.9186108,0.91984767,0.6772215,0.872788,0.70688576,downdog
0.64391357,0.47343543,0.6940408,0.6546831,0.49434802,0.6472327,0.65667605,0.49444956,0.68720764,0.62597114,0.5370602,0.7356398,0.6293144,0.5346331,0.82274926,0.5394835,0.5493314,0.8407915,0.5449119,0.54595906,0.74413085,0.67833114,0.6326242,0.7346901,0.71303666,0.634202,0.8430167,0.753179,0.7324495,0.84525603,0.79154396,0.746166,0.6517723,0.3283435,0.28312173,0.85824937,0.3231417,0.26624957,0.62980944,0.59249353,0.22464752,0.8999904,0.5918325,0.20797357,0.5799921,0.7315445,0.08841255,0.82315654,0.7609373,0.06475049,0.6749045,downdog
0.64836305,0.4850623,0.7793779,0.6554245,0.50953203,0.7099801,0.65842664,0.5108024,0.7543826,0.61821795,0.54383504,0.7884805,0.6198572,0.54057264,0.632386,0.5355572,0.54087263,0.7235476,0.5444934,0.53021896,0.61465687,0.63640696,0.6438581,0.79501694,0.66058356,0.64450645,0.87199086,0.7154502,0.75472015,0.63676775,0.74437577,0.76484495,0.70999515,0.28477186,0.3504196,0.7742701,0.2875448,0.34204102,0.6158392,0.50600797,0.20992424,0.86145353,0.50922185,0.21184836,0.86324275,0.68541646,0.102607675,0.86190504,0.7014203,0.09281562,0.817279,downdog
0.39469203,0.46656725,0.08419384,0.3660872,0.4931095,0.06354098,0.36371103,0.47346058,0.069038115,0.36656514,0.5639678,0.046184044,0.3547416,0.48130086,0.051328752,0.41091,0.56557506,0.05041881,0.41334414,0.49725777,0.14229545,0.55683774,0.52573663,0.052915372,0.582664,0.46098107,0.08094675,0.62119967,0.41833812,0.06298321,0.6047346,0.4365149,0.049566466,0.67702675,0.49274015,0.07482786,0.664335,0.45658457,0.103462234,0.558874,0.33414084,0.10102404,0.47687468,0.21774808,0.37701598,0.6405993,0.3631073,0.08322961,0.6450696,0.10160338,0.21386944,downdog
